,0
1193,1705589508.2920241
1194,1705589508.324868
1195,1705589508.3577268
1196,1705589508.3905706
1197,1705589508.4233851
1198,1705589508.456229
1199,1705589508.4890876
1200,1705589508.5219169
1201,1705589508.5547311
1202,1705589508.587575
1203,1705589508.620419
1204,1705589508.653248
1205,1705589508.686077
1206,1705589508.7189062
1207,1705589508.751765
1208,1705589508.784609
1209,1705589508.817453
1210,1705589508.8502967
1211,1705589508.8831408
1212,1705589508.9159846
1213,1705589508.9488137
1214,1705589508.9816577
1215,1705589509.0145164
1216,1705589509.0473604
1217,1705589509.0801895
1218,1705589509.1130335
1219,1705589509.1458774
1220,1705589509.1787064
1221,1705589509.2115357
1222,1705589509.2443647
1223,1705589509.2772086
1224,1705589509.3100674
1225,1705589509.3428965
1226,1705589509.3757255
1227,1705589509.4085548
1228,1705589509.4414134
1229,1705589509.4742427
1230,1705589509.5070717
1231,1705589509.5399158
1232,1705589509.5727744
1233,1705589509.6056182
1234,1705589509.6384475
1235,1705589509.6712914
1236,1705589509.7041502
1237,1705589509.736994
1238,1705589509.769823
1239,1705589509.8026671
1240,1705589509.8355258
1241,1705589509.868355
1242,1705589509.901184
1243,1705589509.9340281
1244,1705589509.9669015
1245,1705589509.9997454
1246,1705589510.032575
1247,1705589510.0654185
1248,1705589510.098292
1249,1705589510.1311212
1250,1705589510.1639502
1251,1705589510.1967943
1252,1705589510.2296383
1253,1705589510.2624674
1254,1705589510.2952964
1255,1705589510.3281405
1256,1705589510.3609843
1257,1705589510.3938134
1258,1705589510.4266574
1259,1705589510.4595013
1260,1705589510.4923306
1261,1705589510.525204
1262,1705589510.5580332
1263,1705589510.590877
1264,1705589510.623721
1265,1705589510.656565
1266,1705589510.6894088
1267,1705589510.7222378
1268,1705589510.755082
1269,1705589510.7879555
1270,1705589510.8207846
1271,1705589510.8536284
1272,1705589510.8864872
1273,1705589510.9193459
1274,1705589510.95219
